Branch,City,Customer Type,Gender,Product,Unit Price,Quantity,Tax 5%,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
B,Mandalay,Member,Female,Food and beverages,78.88,2,7.888,1/26/2019,16:04,Cash,157.76,4.761904762,7.888,9.1
A,Yangon,Normal,Male,Sports and travel,60.87,2,6.087,3/9/2019,12:37,Ewallet,121.74,4.761904762,6.087,8.7
B,Mandalay,Member,Male,Health and beauty,82.58,10,41.29,3/14/2019,14:41,Cash,825.8,4.761904762,41.29,5
A,Yangon,Member,Male,Home and lifestyle,53.3,3,7.995,1/25/2019,14:19,Ewallet,159.9,4.761904762,7.995,7.5
A,Yangon,Normal,Female,Fashion accessories,12.09,1,0.6045,1/26/2019,18:19,Credit card,12.09,4.761904762,0.6045,8.2
A,Yangon,Normal,Male,Sports and travel,64.19,10,32.095,1/19/2019,14:08,Credit card,641.9,4.761904762,32.095,6.7
A,Yangon,Normal,Male,Electronic accessories,78.31,3,11.7465,3/5/2019,16:38,Ewallet,234.93,4.761904762,11.7465,5.4
A,Yangon,Member,Male,Food and beverages,83.77,2,8.377,1/15/2019,10:54,Credit card,167.54,4.761904762,8.377,7
B,Mandalay,Normal,Male,Home and lifestyle,99.7,3,14.955,3/18/2019,11:29,Ewallet,299.1,4.761904762,14.955,4.7
B,Mandalay,Member,Male,Food and beverages,79.91,3,11.9865,3/20/2019,19:28,Credit card,239.73,4.761904762,11.9865,5
B,Mandalay,Member,Male,Health and beauty,66.47,10,33.235,1/15/2019,15:01,Credit card,664.7,4.761904762,33.235,5
A,Yangon,Normal,Male,Health and beauty,28.95,7,10.1325,3/3/2019,20:31,Credit card,202.65,4.761904762,10.1325,6
C,Naypyitaw,Normal,Female,Electronic accessories,46.2,1,2.31,3/19/2019,12:16,Cash,46.2,4.761904762,2.31,6.3
B,Mandalay,Member,Female,Food and beverages,17.63,5,4.4075,3/8/2019,15:27,Cash,88.15,4.761904762,4.4075,8.5
B,Mandalay,Normal,Male,Fashion accessories,52.42,3,7.863,2/27/2019,17:36,Ewallet,157.26,4.761904762,7.863,7.5
B,Mandalay,Member,Female,Food and beverages,98.79,3,14.8185,2/23/2019,20:00,Ewallet,296.37,4.761904762,14.8185,6.4
C,Naypyitaw,Member,Female,Electronic accessories,88.55,8,35.42,3/19/2019,15:29,Ewallet,708.4,4.761904762,35.42,4.7
B,Mandalay,Member,Male,Electronic accessories,55.67,2,5.567,3/27/2019,15:08,Ewallet,111.34,4.761904762,5.567,6
C,Naypyitaw,Member,Female,Food and beverages,72.52,8,29.008,3/30/2019,19:26,Credit card,580.16,4.761904762,29.008,4
C,Naypyitaw,Member,Male,Electronic accessories,12.05,5,3.0125,2/16/2019,15:53,Ewallet,60.25,4.761904762,3.0125,5.5
A,Yangon,Member,Male,Home and lifestyle,19.36,9,8.712,1/18/2019,18:43,Ewallet,174.24,4.761904762,8.712,8.7
C,Naypyitaw,Normal,Male,Health and beauty,70.21,6,21.063,3/30/2019,14:58,Cash,421.26,4.761904762,21.063,7.4
B,Mandalay,Member,Male,Fashion accessories,33.63,1,1.6815,3/20/2019,19:55,Cash,33.63,4.761904762,1.6815,5.6
C,Naypyitaw,Member,Female,Sports and travel,15.49,2,1.549,1/16/2019,15:10,Cash,30.98,4.761904762,1.549,6.3
C,Naypyitaw,Normal,Male,Electronic accessories,24.74,10,12.37,2/24/2019,16:44,Cash,247.4,4.761904762,12.37,7.1
B,Mandalay,Normal,Male,Electronic accessories,75.66,5,18.915,1/15/2019,18:22,Ewallet,378.3,4.761904762,18.915,7.8
B,Mandalay,Normal,Female,Health and beauty,55.81,6,16.743,1/22/2019,11:52,Cash,334.86,4.761904762,16.743,9.9
A,Yangon,Member,Male,Home and lifestyle,72.78,10,36.39,2/3/2019,17:24,Cash,727.8,4.761904762,36.39,7.3
B,Mandalay,Member,Male,Sports and travel,37.32,9,16.794,3/6/2019,15:31,Ewallet,335.88,4.761904762,16.794,5.1
B,Mandalay,Member,Male,Fashion accessories,60.18,4,12.036,2/16/2019,18:04,Credit card,240.72,4.761904762,12.036,9.4
A,Yangon,Normal,Female,Electronic accessories,15.69,3,2.3535,3/14/2019,14:13,Credit card,47.07,4.761904762,2.3535,5.8
C,Naypyitaw,Normal,Female,Electronic accessories,99.69,1,4.9845,2/27/2019,10:23,Credit card,99.69,4.761904762,4.9845,8
A,Yangon,Member,Female,Fashion accessories,88.15,3,13.2225,1/18/2019,10:11,Ewallet,264.45,4.761904762,13.2225,7.9
A,Yangon,Member,Female,Sports and travel,27.93,5,6.9825,1/29/2019,15:48,Cash,139.65,4.761904762,6.9825,5.9
A,Yangon,Member,Male,Fashion accessories,55.45,1,2.7725,2/26/2019,17:46,Credit card,55.45,4.761904762,2.7725,4.9
B,Mandalay,Normal,Female,Sports and travel,42.97,3,6.4455,2/3/2019,11:46,Cash,128.91,4.761904762,6.4455,9.3
C,Naypyitaw,Member,Male,Sports and travel,17.14,7,5.999,1/16/2019,12:07,Credit card,119.98,4.761904762,5.999,7.9
B,Mandalay,Member,Female,Fashion accessories,58.75,6,17.625,3/24/2019,18:14,Credit card,352.5,4.761904762,17.625,5.9
C,Naypyitaw,Member,Female,Food and beverages,87.1,10,43.55,2/12/2019,14:45,Credit card,871,4.761904762,43.55,9.9
C,Naypyitaw,Normal,Female,Sports and travel,98.8,2,9.88,2/21/2019,11:39,Cash,197.6,4.761904762,9.88,7.7
A,Yangon,Normal,Female,Fashion accessories,48.63,4,9.726,2/4/2019,15:44,Ewallet,194.52,4.761904762,9.726,7.6
B,Mandalay,Member,Male,Food and beverages,57.74,3,8.661,2/20/2019,13:06,Ewallet,173.22,4.761904762,8.661,7.7
B,Mandalay,Normal,Female,Health and beauty,17.97,4,3.594,2/23/2019,20:43,Ewallet,71.88,4.761904762,3.594,6.4
C,Naypyitaw,Member,Female,Health and beauty,47.71,6,14.313,2/16/2019,14:19,Ewallet,286.26,4.761904762,14.313,4.4
B,Mandalay,Normal,Female,Sports and travel,40.62,2,4.062,1/17/2019,10:01,Credit card,81.24,4.761904762,4.062,4.1
A,Yangon,Member,Male,Fashion accessories,56.04,10,28.02,1/14/2019,19:30,Ewallet,560.4,4.761904762,28.02,4.4
B,Mandalay,Member,Male,Food and beverages,93.4,2,9.34,3/30/2019,16:34,Cash,186.8,4.761904762,9.34,5.5
B,Mandalay,Normal,Female,Health and beauty,73.41,3,11.0115,3/2/2019,13:10,Ewallet,220.23,4.761904762,11.0115,4
C,Naypyitaw,Normal,Male,Health and beauty,33.64,8,13.456,2/15/2019,17:10,Credit card,269.12,4.761904762,13.456,9.3
A,Yangon,Normal,Female,Electronic accessories,45.48,10,22.74,3/1/2019,10:22,Credit card,454.8,4.761904762,22.74,4.8
B,Mandalay,Member,Male,Fashion accessories,83.77,2,8.377,2/24/2019,19:57,Cash,167.54,4.761904762,8.377,4.6
B,Mandalay,Member,Female,Sports and travel,64.08,7,22.428,2/19/2019,19:29,Credit card,448.56,4.761904762,22.428,7.3
A,Yangon,Member,Female,Food and beverages,73.47,4,14.694,2/23/2019,18:30,Cash,293.88,4.761904762,14.694,6
C,Naypyitaw,Normal,Male,Health and beauty,58.95,10,29.475,2/7/2019,14:27,Ewallet,589.5,4.761904762,29.475,8.1
A,Yangon,Member,Male,Food and beverages,48.5,6,14.55,1/11/2019,13:57,Ewallet,291,4.761904762,14.55,9.4
B,Mandalay,Member,Female,Electronic accessories,39.48,1,1.974,2/12/2019,19:43,Cash,39.48,4.761904762,1.974,6.5
B,Mandalay,Normal,Female,Sports and travel,34.81,1,1.7405,1/14/2019,10:11,Credit card,34.81,4.761904762,1.7405,7
C,Naypyitaw,Normal,Female,Fashion accessories,49.32,6,14.796,1/9/2019,13:46,Ewallet,295.92,4.761904762,14.796,7.1
A,Yangon,Member,Male,Fashion accessories,21.48,2,2.148,2/27/2019,12:22,Ewallet,42.96,4.761904762,2.148,6.6
B,Mandalay,Member,Female,Sports and travel,23.08,6,6.924,1/24/2019,19:20,Ewallet,138.48,4.761904762,6.924,4.9
B,Mandalay,Member,Female,Home and lifestyle,49.1,2,4.91,1/8/2019,12:58,Credit card,98.2,4.761904762,4.91,6.4
B,Mandalay,Member,Female,Sports and travel,64.83,2,6.483,1/8/2019,11:59,Credit card,129.66,4.761904762,6.483,8
A,Yangon,Member,Male,Home and lifestyle,63.56,10,31.78,1/16/2019,17:59,Cash,635.6,4.761904762,31.78,4.3
C,Naypyitaw,Member,Male,Sports and travel,72.88,2,7.288,3/13/2019,12:51,Cash,145.76,4.761904762,7.288,6.1
A,Yangon,Normal,Female,Food and beverages,67.1,3,10.065,2/15/2019,10:36,Cash,201.3,4.761904762,10.065,7.5
C,Naypyitaw,Member,Female,Sports and travel,70.19,9,31.5855,1/25/2019,13:38,Cash,631.71,4.761904762,31.5855,6.7
C,Naypyitaw,Member,Male,Food and beverages,55.04,7,19.264,3/12/2019,19:39,Ewallet,385.28,4.761904762,19.264,5.2
A,Yangon,Member,Male,Health and beauty,48.63,10,24.315,3/4/2019,12:44,Cash,486.3,4.761904762,24.315,8.8
C,Naypyitaw,Member,Female,Fashion accessories,73.38,7,25.683,2/10/2019,13:56,Cash,513.66,4.761904762,25.683,9.5
C,Naypyitaw,Normal,Female,Food and beverages,52.6,9,23.67,1/16/2019,14:42,Cash,473.4,4.761904762,23.67,7.6
A,Yangon,Member,Female,Home and lifestyle,87.37,5,21.8425,1/29/2019,19:45,Cash,436.85,4.761904762,21.8425,6.6
A,Yangon,Member,Female,Sports and travel,27.04,4,5.408,1/1/2019,20:26,Ewallet,108.16,4.761904762,5.408,6.9
B,Mandalay,Normal,Male,Home and lifestyle,62.19,4,12.438,1/6/2019,19:46,Ewallet,248.76,4.761904762,12.438,4.3
A,Yangon,Member,Male,Electronic accessories,69.58,9,31.311,2/19/2019,19:38,Credit card,626.22,4.761904762,31.311,7.8
C,Naypyitaw,Normal,Male,Home and lifestyle,97.5,10,48.75,1/12/2019,16:18,Ewallet,975,4.761904762,48.75,8
C,Naypyitaw,Normal,Female,Fashion accessories,60.41,8,24.164,2/7/2019,12:23,Ewallet,483.28,4.761904762,24.164,9.6
B,Mandalay,Normal,Male,Food and beverages,32.32,3,4.848,3/27/2019,19:11,Credit card,96.96,4.761904762,4.848,4.3
B,Mandalay,Member,Female,Fashion accessories,19.77,10,9.885,2/27/2019,18:57,Credit card,197.7,4.761904762,9.885,5
B,Mandalay,Member,Male,Health and beauty,80.47,9,36.2115,1/6/2019,11:18,Cash,724.23,4.761904762,36.2115,9.2
B,Mandalay,Member,Female,Home and lifestyle,88.39,9,39.7755,3/2/2019,12:40,Cash,795.51,4.761904762,39.7755,6.3
B,Mandalay,Normal,Male,Health and beauty,71.77,7,25.1195,3/29/2019,14:06,Cash,502.39,4.761904762,25.1195,8.9
B,Mandalay,Normal,Female,Electronic accessories,43,4,8.6,1/31/2019,20:48,Ewallet,172,4.761904762,8.6,7.6
C,Naypyitaw,Member,Male,Food and beverages,68.98,1,3.449,1/21/2019,20:13,Cash,68.98,4.761904762,3.449,4.8
C,Naypyitaw,Normal,Male,Fashion accessories,15.62,8,6.248,1/20/2019,20:37,Ewallet,124.96,4.761904762,6.248,9.1
A,Yangon,Normal,Male,Sports and travel,25.7,3,3.855,1/17/2019,17:59,Ewallet,77.1,4.761904762,3.855,6.1
A,Yangon,Member,Male,Food and beverages,80.62,6,24.186,2/28/2019,20:18,Cash,483.72,4.761904762,24.186,9.1
C,Naypyitaw,Member,Female,Home and lifestyle,75.53,4,15.106,3/19/2019,15:52,Ewallet,302.12,4.761904762,15.106,8.3
C,Naypyitaw,Normal,Female,Electronic accessories,77.63,9,34.9335,2/19/2019,15:14,Ewallet,698.67,4.761904762,34.9335,7.2
C,Naypyitaw,Normal,Female,Health and beauty,13.85,9,6.2325,2/4/2019,12:50,Ewallet,124.65,4.761904762,6.2325,6
C,Naypyitaw,Member,Male,Fashion accessories,98.7,8,39.48,1/31/2019,10:36,Ewallet,789.6,4.761904762,39.48,8.5
A,Yangon,Normal,Female,Health and beauty,35.68,5,8.92,2/6/2019,18:33,Credit card,178.4,4.761904762,8.92,6.6
A,Yangon,Member,Female,Fashion accessories,71.46,7,25.011,3/28/2019,16:06,Ewallet,500.22,4.761904762,25.011,4.5
A,Yangon,Member,Male,Electronic accessories,11.94,3,1.791,1/19/2019,12:47,Credit card,35.82,4.761904762,1.791,8.1
A,Yangon,Normal,Male,Fashion accessories,45.38,3,6.807,2/17/2019,13:34,Credit card,136.14,4.761904762,6.807,7.2
B,Mandalay,Member,Female,Fashion accessories,17.48,6,5.244,1/18/2019,15:04,Credit card,104.88,4.761904762,5.244,6.1
B,Mandalay,Normal,Female,Fashion accessories,25.56,7,8.946,2/2/2019,20:42,Cash,178.92,4.761904762,8.946,7.1
C,Naypyitaw,Member,Female,Sports and travel,90.63,9,40.7835,1/18/2019,15:28,Cash,815.67,4.761904762,40.7835,5.1
B,Mandalay,Normal,Male,Home and lifestyle,44.12,3,6.618,3/18/2019,13:45,Credit card,132.36,4.761904762,6.618,7.9
C,Naypyitaw,Member,Female,Food and beverages,36.77,7,12.8695,1/11/2019,20:10,Cash,257.39,4.761904762,12.8695,7.4
B,Mandalay,Member,Male,Food and beverages,23.34,4,4.668,2/4/2019,18:53,Ewallet,93.36,4.761904762,4.668,7.4
C,Naypyitaw,Member,Female,Health and beauty,28.5,8,11.4,2/6/2019,14:24,Cash,228,4.761904762,11.4,6.6
C,Naypyitaw,Member,Male,Home and lifestyle,55.57,3,8.3355,1/8/2019,11:42,Credit card,166.71,4.761904762,8.3355,5.9
B,Mandalay,Normal,Male,Sports and travel,69.74,10,34.87,3/5/2019,17:49,Credit card,697.4,4.761904762,34.87,8.9
C,Naypyitaw,Normal,Male,Fashion accessories,97.26,4,19.452,3/16/2019,15:33,Ewallet,389.04,4.761904762,19.452,6.8
B,Mandalay,Member,Female,Home and lifestyle,52.18,7,18.263,3/9/2019,10:54,Cash,365.26,4.761904762,18.263,9.3
A,Yangon,Member,Female,Fashion accessories,22.32,4,4.464,3/1/2019,16:23,Credit card,89.28,4.761904762,4.464,4.4
A,Yangon,Normal,Male,Health and beauty,56,3,8.4,2/28/2019,19:33,Ewallet,168,4.761904762,8.4,4.8
A,Yangon,Member,Male,Fashion accessories,19.7,1,0.985,2/8/2019,11:39,Ewallet,19.7,4.761904762,0.985,9.5
B,Mandalay,Normal,Male,Electronic accessories,75.88,7,26.558,1/24/2019,10:38,Ewallet,531.16,4.761904762,26.558,8.9
B,Mandalay,Member,Male,Food and beverages,53.72,1,2.686,3/1/2019,20:03,Ewallet,53.72,4.761904762,2.686,6.4
C,Naypyitaw,Member,Male,Health and beauty,81.95,10,40.975,3/10/2019,12:39,Credit card,819.5,4.761904762,40.975,6
C,Naypyitaw,Member,Female,Home and lifestyle,81.2,7,28.42,3/23/2019,15:59,Credit card,568.4,4.761904762,28.42,8.1
C,Naypyitaw,Normal,Male,Electronic accessories,58.76,10,29.38,1/29/2019,14:26,Ewallet,587.6,4.761904762,29.38,9
B,Mandalay,Member,Male,Electronic accessories,91.56,8,36.624,1/12/2019,18:22,Ewallet,732.48,4.761904762,36.624,6
A,Yangon,Normal,Male,Home and lifestyle,93.96,9,42.282,3/20/2019,11:32,Cash,845.64,4.761904762,42.282,9.8
C,Naypyitaw,Normal,Male,Home and lifestyle,55.61,7,19.4635,3/23/2019,12:41,Cash,389.27,4.761904762,19.4635,8.5
C,Naypyitaw,Normal,Male,Food and beverages,84.83,1,4.2415,1/14/2019,15:20,Ewallet,84.83,4.761904762,4.2415,8.8
A,Yangon,Member,Female,Sports and travel,71.63,2,7.163,2/12/2019,14:33,Ewallet,143.26,4.761904762,7.163,8.8
A,Yangon,Member,Male,Home and lifestyle,37.69,2,3.769,2/20/2019,15:29,Ewallet,75.38,4.761904762,3.769,9.5
C,Naypyitaw,Member,Female,Sports and travel,31.67,8,12.668,1/2/2019,16:19,Credit card,253.36,4.761904762,12.668,5.6
C,Naypyitaw,Member,Female,Food and beverages,38.42,1,1.921,2/2/2019,16:33,Cash,38.42,4.761904762,1.921,8.6
B,Mandalay,Member,Male,Fashion accessories,65.23,10,32.615,1/8/2019,19:07,Credit card,652.3,4.761904762,32.615,5.2
C,Naypyitaw,Member,Female,Home and lifestyle,10.53,5,2.6325,1/30/2019,14:43,Credit card,52.65,4.761904762,2.6325,5.8
B,Mandalay,Member,Female,Home and lifestyle,12.29,9,5.5305,3/26/2019,19:28,Credit card,110.61,4.761904762,5.5305,8
C,Naypyitaw,Member,Male,Health and beauty,81.23,7,28.4305,1/15/2019,20:44,Cash,568.61,4.761904762,28.4305,9
B,Mandalay,Member,Female,Fashion accessories,22.32,4,4.464,3/14/2019,11:16,Ewallet,89.28,4.761904762,4.464,4.1
A,Yangon,Normal,Female,Food and beverages,27.28,5,6.82,2/3/2019,10:31,Credit card,136.4,4.761904762,6.82,8.6
A,Yangon,Member,Female,Electronic accessories,17.42,10,8.71,2/22/2019,12:30,Ewallet,174.2,4.761904762,8.71,7
B,Mandalay,Normal,Male,Home and lifestyle,73.28,5,18.32,1/24/2019,15:05,Ewallet,366.4,4.761904762,18.32,8.4
C,Naypyitaw,Member,Female,Fashion accessories,84.87,3,12.7305,1/25/2019,18:30,Ewallet,254.61,4.761904762,12.7305,7.4
A,Yangon,Normal,Female,Fashion accessories,97.29,8,38.916,3/9/2019,13:18,Credit card,778.32,4.761904762,38.916,6.2
B,Mandalay,Member,Female,Electronic accessories,35.74,8,14.296,2/17/2019,15:28,Ewallet,285.92,4.761904762,14.296,4.9
A,Yangon,Normal,Female,Home and lifestyle,96.52,6,28.956,1/11/2019,11:52,Cash,579.12,4.761904762,28.956,4.5
A,Yangon,Member,Male,Food and beverages,18.85,10,9.425,2/27/2019,18:24,Ewallet,188.5,4.761904762,9.425,5.6
A,Yangon,Normal,Female,Food and beverages,55.39,4,11.078,3/25/2019,15:19,Ewallet,221.56,4.761904762,11.078,8
B,Mandalay,Member,Female,Food and beverages,77.2,10,38.6,2/11/2019,10:38,Credit card,772,4.761904762,38.6,5.6
B,Mandalay,Normal,Male,Electronic accessories,72.13,10,36.065,1/31/2019,15:12,Credit card,721.3,4.761904762,36.065,4.2
A,Yangon,Member,Female,Fashion accessories,63.88,8,25.552,1/20/2019,17:48,Ewallet,511.04,4.761904762,25.552,9.9
A,Yangon,Member,Female,Health and beauty,10.69,5,2.6725,3/26/2019,11:07,Ewallet,53.45,4.761904762,2.6725,7.6
A,Yangon,Member,Male,Health and beauty,55.5,4,11.1,1/20/2019,15:48,Credit card,222,4.761904762,11.1,6.6
B,Mandalay,Normal,Female,Home and lifestyle,95.46,8,38.184,3/5/2019,19:40,Ewallet,763.68,4.761904762,38.184,4.7
C,Naypyitaw,Normal,Female,Fashion accessories,76.06,3,11.409,1/5/2019,20:30,Credit card,228.18,4.761904762,11.409,9.8
B,Mandalay,Normal,Male,Sports and travel,13.69,6,4.107,2/13/2019,13:59,Cash,82.14,4.761904762,4.107,6.3
B,Mandalay,Normal,Female,Electronic accessories,95.64,4,19.128,3/16/2019,18:51,Cash,382.56,4.761904762,19.128,7.9
A,Yangon,Normal,Female,Home and lifestyle,11.43,6,3.429,1/15/2019,17:24,Cash,68.58,4.761904762,3.429,7.7
B,Mandalay,Member,Female,Sports and travel,95.54,4,19.108,2/26/2019,11:58,Ewallet,382.16,4.761904762,19.108,4.5
C,Naypyitaw,Member,Female,Health and beauty,85.87,7,30.0545,2/27/2019,19:01,Credit card,601.09,4.761904762,30.0545,8
C,Naypyitaw,Member,Female,Sports and travel,67.99,7,23.7965,2/17/2019,16:50,Ewallet,475.93,4.761904762,23.7965,5.7
C,Naypyitaw,Normal,Female,Food and beverages,52.42,1,2.621,2/6/2019,10:22,Credit card,52.42,4.761904762,2.621,6.3
C,Naypyitaw,Member,Male,Food and beverages,65.65,2,6.565,1/17/2019,16:46,Cash,131.3,4.761904762,6.565,6
B,Mandalay,Normal,Female,Food and beverages,28.86,5,7.215,1/22/2019,18:08,Credit card,144.3,4.761904762,7.215,8
C,Naypyitaw,Member,Male,Health and beauty,65.31,7,22.8585,3/5/2019,18:02,Credit card,457.17,4.761904762,22.8585,4.2
B,Mandalay,Normal,Male,Sports and travel,93.38,1,4.669,1/3/2019,13:07,Cash,93.38,4.761904762,4.669,9.6
C,Naypyitaw,Member,Male,Sports and travel,25.25,5,6.3125,3/20/2019,17:52,Cash,126.25,4.761904762,6.3125,6.1
B,Mandalay,Member,Male,Electronic accessories,87.87,9,39.5415,1/31/2019,20:32,Ewallet,790.83,4.761904762,39.5415,5.6
C,Naypyitaw,Normal,Male,Health and beauty,21.8,8,8.72,2/19/2019,19:24,Cash,174.4,4.761904762,8.72,8.3
A,Yangon,Normal,Female,Sports and travel,94.76,4,18.952,2/11/2019,16:06,Ewallet,379.04,4.761904762,18.952,7.8
A,Yangon,Member,Female,Fashion accessories,30.62,1,1.531,2/5/2019,14:14,Credit card,30.62,4.761904762,1.531,4.1
C,Naypyitaw,Normal,Female,Home and lifestyle,44.01,8,17.604,3/3/2019,17:36,Cash,352.08,4.761904762,17.604,8.8
C,Naypyitaw,Member,Female,Health and beauty,10.16,5,2.54,2/24/2019,13:08,Ewallet,50.8,4.761904762,2.54,4.1
A,Yangon,Normal,Male,Electronic accessories,74.58,7,26.103,2/4/2019,16:09,Credit card,522.06,4.761904762,26.103,9
C,Naypyitaw,Normal,Male,Electronic accessories,71.89,8,28.756,2/19/2019,11:33,Ewallet,575.12,4.761904762,28.756,5.5
C,Naypyitaw,Normal,Female,Health and beauty,10.99,5,2.7475,1/23/2019,10:18,Credit card,54.95,4.761904762,2.7475,9.3
C,Naypyitaw,Member,Male,Health and beauty,60.47,3,9.0705,1/14/2019,10:55,Credit card,181.41,4.761904762,9.0705,5.6
A,Yangon,Normal,Male,Sports and travel,58.91,7,20.6185,1/17/2019,15:15,Ewallet,412.37,4.761904762,20.6185,9.7
A,Yangon,Normal,Male,Fashion accessories,46.41,1,2.3205,3/3/2019,20:06,Credit card,46.41,4.761904762,2.3205,4
C,Naypyitaw,Member,Male,Health and beauty,68.55,4,13.71,2/15/2019,20:21,Credit card,274.2,4.761904762,13.71,9.2
B,Mandalay,Normal,Female,Home and lifestyle,97.37,10,48.685,1/15/2019,13:48,Credit card,973.7,4.761904762,48.685,4.9
A,Yangon,Member,Male,Electronic accessories,92.6,7,32.41,2/27/2019,12:52,Credit card,648.2,4.761904762,32.41,9.3
A,Yangon,Normal,Female,Electronic accessories,46.61,2,4.661,2/26/2019,12:28,Credit card,93.22,4.761904762,4.661,6.6
B,Mandalay,Normal,Male,Fashion accessories,27.18,2,2.718,3/15/2019,16:26,Ewallet,54.36,4.761904762,2.718,4.3
C,Naypyitaw,Member,Female,Home and lifestyle,60.87,1,3.0435,1/24/2019,13:24,Cash,60.87,4.761904762,3.0435,5.5
A,Yangon,Member,Female,Sports and travel,24.49,10,12.245,2/22/2019,15:15,Cash,244.9,4.761904762,12.245,8.1
B,Mandalay,Normal,Male,Health and beauty,92.78,1,4.639,3/15/2019,10:50,Credit card,92.78,4.761904762,4.639,9.8
C,Naypyitaw,Member,Male,Home and lifestyle,86.69,5,21.6725,2/11/2019,18:38,Ewallet,433.45,4.761904762,21.6725,9.4
B,Mandalay,Normal,Male,Sports and travel,23.01,6,6.903,1/12/2019,16:45,Ewallet,138.06,4.761904762,6.903,7.9
C,Naypyitaw,Member,Female,Electronic accessories,30.2,8,12.08,3/3/2019,19:30,Ewallet,241.6,4.761904762,12.08,5.1
C,Naypyitaw,Member,Male,Fashion accessories,67.39,7,23.5865,3/23/2019,13:23,Ewallet,471.73,4.761904762,23.5865,6.9
A,Yangon,Member,Female,Fashion accessories,48.96,9,22.032,3/4/2019,11:27,Cash,440.64,4.761904762,22.032,8
B,Mandalay,Member,Female,Electronic accessories,75.59,9,34.0155,2/23/2019,11:12,Cash,680.31,4.761904762,34.0155,8
A,Yangon,Normal,Female,Home and lifestyle,77.47,4,15.494,3/17/2019,16:36,Cash,309.88,4.761904762,15.494,4.2
A,Yangon,Normal,Female,Sports and travel,93.18,2,9.318,1/16/2019,18:41,Credit card,186.36,4.761904762,9.318,8.5
A,Yangon,Normal,Female,Electronic accessories,50.23,4,10.046,1/8/2019,17:12,Cash,200.92,4.761904762,10.046,9
B,Mandalay,Normal,Female,Health and beauty,17.75,1,0.8875,1/14/2019,10:38,Cash,17.75,4.761904762,0.8875,8.6
C,Naypyitaw,Normal,Female,Fashion accessories,62.18,10,31.09,1/31/2019,10:33,Ewallet,621.8,4.761904762,31.09,6
B,Mandalay,Normal,Male,Health and beauty,10.75,8,4.3,3/15/2019,14:38,Ewallet,86,4.761904762,4.3,6.2
A,Yangon,Normal,Female,Electronic accessories,40.26,10,20.13,2/24/2019,18:06,Credit card,402.6,4.761904762,20.13,5
C,Naypyitaw,Member,Female,Sports and travel,64.97,5,16.2425,2/8/2019,12:52,Credit card,324.85,4.761904762,16.2425,6.5
A,Yangon,Normal,Male,Electronic accessories,95.15,1,4.7575,3/22/2019,14:00,Cash,95.15,4.761904762,4.7575,6
A,Yangon,Member,Female,Electronic accessories,48.62,8,19.448,1/24/2019,10:57,Cash,388.96,4.761904762,19.448,5
B,Mandalay,Normal,Female,Food and beverages,53.21,8,21.284,3/14/2019,16:45,Ewallet,425.68,4.761904762,21.284,5
C,Naypyitaw,Normal,Female,Fashion accessories,45.44,7,15.904,1/23/2019,11:15,Cash,318.08,4.761904762,15.904,9.2
A,Yangon,Normal,Male,Food and beverages,33.88,8,13.552,1/19/2019,20:29,Ewallet,271.04,4.761904762,13.552,9.6
B,Mandalay,Member,Male,Health and beauty,96.16,4,19.232,1/27/2019,20:03,Credit card,384.64,4.761904762,19.232,8.4
B,Mandalay,Member,Male,Food and beverages,47.16,5,11.79,2/3/2019,14:35,Credit card,235.8,4.761904762,11.79,6
B,Mandalay,Normal,Male,Electronic accessories,52.89,4,10.578,3/25/2019,16:32,Ewallet,211.56,4.761904762,10.578,6.7
A,Yangon,Member,Female,Home and lifestyle,47.68,2,4.768,2/24/2019,10:10,Credit card,95.36,4.761904762,4.768,4.1
C,Naypyitaw,Member,Male,Sports and travel,10.17,1,0.5085,2/7/2019,14:15,Cash,10.17,4.761904762,0.5085,5.9
A,Yangon,Normal,Female,Health and beauty,68.71,3,10.3065,3/4/2019,10:05,Cash,206.13,4.761904762,10.3065,8.7
B,Mandalay,Member,Female,Sports and travel,60.08,7,21.028,2/14/2019,11:36,Credit card,420.56,4.761904762,21.028,4.5
A,Yangon,Member,Female,Sports and travel,22.01,4,4.402,1/29/2019,18:15,Credit card,88.04,4.761904762,4.402,6.6
B,Mandalay,Member,Female,Health and beauty,72.11,9,32.4495,1/28/2019,13:53,Credit card,648.99,4.761904762,32.4495,7.7
A,Yangon,Member,Male,Fashion accessories,41.28,3,6.192,3/26/2019,18:37,Credit card,123.84,4.761904762,6.192,8.5
C,Naypyitaw,Normal,Male,Electronic accessories,64.95,10,32.475,3/24/2019,18:27,Cash,649.5,4.761904762,32.475,5.2
A,Yangon,Member,Female,Electronic accessories,74.22,10,37.11,1/1/2019,14:42,Credit card,742.2,4.761904762,37.11,4.3
A,Yangon,Normal,Male,Electronic accessories,10.56,8,4.224,1/24/2019,17:43,Cash,84.48,4.761904762,4.224,7.6
B,Mandalay,Normal,Male,Health and beauty,62.57,4,12.514,2/25/2019,18:37,Cash,250.28,4.761904762,12.514,9.5
B,Mandalay,Member,Female,Sports and travel,11.85,8,4.74,1/9/2019,16:34,Cash,94.8,4.761904762,4.74,4.1
A,Yangon,Member,Male,Health and beauty,91.3,1,4.565,2/14/2019,14:42,Ewallet,91.3,4.761904762,4.565,9.2
